,MER,TOWNSHIP,RANGE,SECTION,XALB,YALB,LATITUDE,LONGITUDE,MTRS,MTR,Shape__Are,Shape__Len,GlobalID,Field1,Unique_Cro,township_r,township_1,township_2,Reporting_,Crop_Harve,Fields__n_,Commodity_,TotalN_Fer,TotalN_Fol,TotalN_Org,TotalN_Wat,TotalNAppl,N_Removed_,A_R_lbs_N_,A_R_lbs_N1,AoY_lbsN_l,TR_fixed,TR,ARRATIO,Crop_Year,Shape_Leng,Shape_Area,mean_Nitra,Point_Coun,geometry,geometric_centroids,closest_cafo_id,distance_to_cafo,number_of_cafos
266,M,20S,24E,26,59269.50252,-206019.6991,36.16101,-119.34037,M 20S 24E 26,M20S  24E,3982683.97266,7982.89086632,{d51f76e3-96cc-474f-9f61-7804a860c396},0,Acala-Upland Cotton - Lint,M20S 24E,0.0,0.0,Bearing,2023,5,319.4,36466.0,0.0,14236.0,5222.0,55924.0,44335.6788,11588.3212,1.2614,0.0873,,M20S  24E,1.2614,0,7982.89086632,3982683.96966,0.23,1,"POLYGON ((830061.5986732068 4007138.2334816274, 828461.4456323679 4007076.8052409855, 828401.9593421558 4008696.7479349617, 830005.118587178 4008755.148105586, 830061.5986732068 4007138.2334816274))",POINT (829232.2631769364 4007916.9676939),SAN JOAQUIN VALLEY | KAWEAH,1818.7769393316094,211.0
267,M,19S,26E,34,76720.98701,-197905.06372,36.23278,-119.14535,M 19S 26E 34,M19S  26E,3988643.80078,7989.26288936,{52ae6dc8-6835-451f-94b9-5b63e5b23412},0,Alfalfa Hay,M19S 26E,0.0,0.0,Bearing,2023,4,61.0,1200.0,0.0,0.0,490.0,1690.0,29023.623125,-27333.623125,0.0582,0.0018,,M19S  26E,0.0582,0,7989.26288936,3988643.79933,7.575,4,"POLYGON ((847234.6454615693 4017392.5616668495, 847309.9966089481 4015778.6912792115, 845701.0913889408 4015732.101445162, 845632.2194239995 4017347.084721776, 847234.6454615693 4017392.5616668495))",POINT (846469.4358806751 4016562.061234669),SAN JOAQUIN VALLEY | KAWEAH,1446.1238191258947,211.0
268,M,18S,25E,1,70265.10791,-180137.00771,36.39317,-119.21562,M 18S 25E 01,M18S  25E,4009997.78516,8010.85998392,{bb9bf3cd-03dd-40e7-a378-a2bb1b36a894},0,Alfalfa Hay,M18S 25E,0.0,0.0,Bearing,2023,2,55.0,0.0,0.0,0.0,1220.0,1220.0,5554.045,-4334.045,0.2197,0.0068,,M18S  25E,0.2197,0,8010.85998392,4009997.78411,11.825,8,"POLYGON ((840247.5450373259 4034938.6175935585, 840291.441397352 4033345.9693899383, 838653.3018067039 4033298.435788653, 838611.647708989 4034877.6453634426, 840247.5450373259 4034938.6175935585))",POINT (839452.1493932916 4034115.05389588),SAN JOAQUIN VALLEY | KAWEAH,5217.074848888835,211.0
269,M,19S,26E,18,71890.14136,-193042.37322,36.27692,-119.1987,M 19S 26E 18,M19S  26E,3848217.71094,7850.76053158,{2a572228-2ce8-4138-90c0-2a417e03423b},0,Alfalfa Hay,M19S 26E,0.0,0.0,Bearing,2023,4,61.0,1200.0,0.0,0.0,490.0,1690.0,29023.623125,-27333.623125,0.0582,0.0018,,M19S  26E,0.0582,0,7850.76053158,3848217.70534,4.95,4,"POLYGON ((842220.5663674204 4022111.1956771547, 842277.0388519084 4020478.6972954157, 840767.2709593372 4020439.1634475333, 840746.8825772373 4020438.8924747934, 840671.2592176569 4022051.3729580175, 840738.267196673 4022053.2701488687, 842220.5663674204 4022111.1956771547))",POINT (841480.4381327705 4021271.6040410344),SAN JOAQUIN VALLEY | KAWEAH,3579.888978905881,211.0
270,M,19S,24E,35,59234.31168,-197928.31524,36.23383,-119.34014,M 19S 24E 35,M19S  24E,3991209.79297,7991.23123116,{2d9b9990-ff1c-4012-8f12-458bcbbf32d2},0,Acala-Upland Cotton - Lint,M19S 24E,0.0,0.0,Bearing,2023,2,157.2,18235.2,0.0,0.0,1465.104,19700.304,15392.7096,4307.5944,1.2798,0.0886,,M19S  24E,1.2798,0,7991.23123116,3991209.78883,4.5,1,"POLYGON ((829783.4981218461 4015227.3550882777, 828169.0889894299 4015166.3686839268, 828111.7319276565 4016770.911917111, 829728.9024583094 4016832.3464320377, 829783.4981218461 4015227.3550882777))",POINT (828948.3261514562 4015999.476157821),SAN JOAQUIN VALLEY | KAWEAH,2612.3165267964155,211.0
271,M,21S,23E,6,42479.91267,-209386.87249,36.13161,-119.52741,M 21S 23E 06,M21S  23E,3928928.18359,7923.09513444,{f333adf6-e6a4-49d2-bde3-0b8f46ed1a06},0,Acala-Upland Cotton - Lint,M21S 23E,0.0,0.0,Bearing,2023,1,39.0,0.0,0.0,5655.0,195.0,5850.0,3373.5,2476.5,1.7341,0.12,,M21S  23E,1.7341,0,7923.09513444,3928928.17952,5.74416666667,24,"POLYGON ((813331.2393616833 4003269.6779267164, 811737.8945533345 4003211.2477812744, 811732.148574187 4003371.5394655117, 811688.5464582746 4004809.1567619047, 812328.0182392326 4004830.68026634, 813301.0447693455 4004860.8062797775, 813331.0900448496 4003426.5663285535, 813331.2393616833 4003269.6779267164))",POINT (812514.506617395 4004039.309158956),SAN JOAQUIN VALLEY | KAWEAH,1261.093158021935,211.0
272,M,18S,24E,13,60645.55286,-183398.50631,36.36449,-119.32326,M 18S 24E 13,M18S  24E,4095513.66406,8096.31738863,{a7b93ee7-5de6-44ce-8d90-034a9e58ada5},0,Alfalfa Hay,M18S 24E,0.0,0.0,Bearing,2023,1,123.0,1968.0,0.0,0.0,615.0,2583.0,76629.0,-74046.0,0.0337,0.001,,M18S  24E,0.0337,0,8096.31738863,4095513.66904,1.2,1,"POLYGON ((830755.5885036758 4029753.0047824825, 829149.792396311 4029701.025921847, 829076.180893279 4031347.732637876, 830679.7047388186 4031410.629313964, 830755.5885036758 4029753.0047824825))",POINT (829916.212325993 4030552.9776445976),SAN JOAQUIN VALLEY | KAWEAH,2580.9684692316664,211.0
273,M,20S,26E,34,76986.8585,-207493.12838,36.14647,-119.14335,M 20S 26E 34,M20S  26E,3952682.30078,7953.56585199,{1a058aab-778b-4313-9420-d2526478026d},0,Alfalfa Hay,M20S 26E,0.0,0.0,Bearing,2023,2,80.0,1600.0,0.0,0.0,800.0,2400.0,24920.0,-22520.0,0.0963,0.003,,M20S  26E,0.0963,0,7953.56585199,3952682.29764,9.825,4,"POLYGON ((847883.689764598 4006219.598289436, 847075.5684385105 4006186.898364615, 846284.6717696275 4006155.5227712323, 846180.172491987 4007764.045883494, 847780.5719046535 4007825.484236401, 847883.689764598 4006219.598289436))",POINT (847032.0521246495 4006991.176147977),SAN JOAQUIN VALLEY | KAWEAH,1627.7100042926518,211.0
274,M,19S,25E,17,63911.75852,-192896.24953,36.2788,-119.28761,M 19S 25E 17,M19S  25E,4013654.05469,8013.5518241,{4b201a1a-f2ae-4f4d-a2f9-e8a49df52d11},0,Alfalfa Hay,M19S 25E,0.0,0.0,Bearing,2023,5,234.9,2885.0,0.0,0.0,1148.5,4033.5,109909.66,-105876.16,0.0367,0.0011,,M19S  25E,0.0367,0,8013.5518241,4013654.0531,1.6,1,"POLYGON ((834327.7645318266 4020456.939542299, 832707.731447411 4020281.9268659274, 832666.1011822243 4021083.333684847, 832636.9791028015 4021886.5149661237, 834260.2663599022 4022048.473873659, 834327.7645318266 4020456.939542299))",POINT (833480.4769952567 4021168.4027052554),SAN JOAQUIN VALLEY | KAWEAH,984.5404099775114,211.0
275,M,18S,25E,8,63808.12038,-181752.03376,36.37909,-119.28784,M 18S 25E 08,M18S  25E,4026000.50781,8042.24519153,{bedb9671-49d1-445c-912e-296603076607},0,Alfalfa Hay,M18S 25E,0.0,0.0,Bearing,2023,2,55.0,0.0,0.0,0.0,1220.0,1220.0,5554.045,-4334.045,0.2197,0.0068,,M18S  25E,0.2197,0,8042.24519153,4026000.51495,4.3,5,"POLYGON ((832245.8586435884 4031471.2075595213, 832227.5147231508 4031909.543945929, 832193.8891053784 4033070.1962540583, 833822.1703060265 4033132.6692971233, 833856.0464180262 4031972.00918892, 833891.5415468944 4031535.996176495, 832245.8586435884 4031471.2075595213))",POINT (833033.1113667582 4032301.3453381103),SAN JOAQUIN VALLEY | KAWEAH,2625.62087738061,211.0
276,M,19S,25E,30,62401.16265,-196227.48361,36.24893,-119.30472,M 19S 25E 30,M19S  25E,3970499.78125,7982.08304397,{9877d141-44b3-4caf-a803-f4f71b95adaa},0,Alfalfa Hay,M19S 25E,0.0,0.0,Bearing,2023,5,234.9,2885.0,0.0,0.0,1148.5,4033.5,109909.66,-105876.16,0.0367,0.0011,,M19S  25E,0.0367,0,7982.08304397,3970499.77879,2.0,1,"POLYGON ((831276.0813069162 4018526.7213353687, 832795.5945020468 4018682.923692516, 832826.4734784784 4018038.292596963, 832874.2270483042 4016952.7413495467, 831332.0787642521 4016894.1904388387, 831295.3122535741 4017979.896919665, 831276.0813069162 4018526.7213353687))",POINT (832077.5888431795 4017763.024212014),SAN JOAQUIN VALLEY | KAWEAH,832.7733949764882,211.0
277,M,19S,26E,3,76715.24896,-189846.95987,36.30529,-119.1446,M 19S 26E 03,M19S  26E,3978465.79297,7987.88300514,{ea12696c-c939-4339-8e2e-9e882cd50caf},0,Alfalfa Hay,M19S 26E,0.0,0.0,Bearing,2023,4,61.0,1200.0,0.0,0.0,490.0,1690.0,29023.623125,-27333.623125,0.0582,0.0018,,M19S  26E,0.0582,0,7987.88300514,3978465.78663,5.21,10,"POLYGON ((847017.7811237798 4025322.1719241324, 847017.7889325261 4023834.2572296667, 845403.8600486909 4023795.714398741, 845406.7534935207 4024586.2265047287, 845390.2379263255 4025394.3271768666, 845429.1396348875 4025395.2488145344, 847014.7910832157 4025433.828301089, 847017.7811237798 4025322.1719241324))",POINT (846209.8253885115 4024615.6847053873),,,
278,M,20S,25E,7,62443.33929,-201156.94001,36.20457,-119.30466,M 20S 25E 07,M20S  25E,3912045.14844,7911.94277951,{57eb4662-a612-4975-828f-b67b6150122b},0,Acala-Upland Cotton - Lint,M20S 25E,0.0,0.0,Bearing,2023,1,80.0,8000.0,0.0,3200.0,400.0,11600.0,12566.72,-966.72,0.9231,0.0639,,M20S  25E,0.9231,0,7911.94277951,3912045.14893,5.70833333333,12,"POLYGON ((833018.8346524264 4013706.1790025188, 833091.3137172317 4012099.711884931, 831499.652690749 4012039.1967953225, 831443.2965829093 4013644.375049304, 833018.8346524264 4013706.1790025188))",POINT (832263.4856529869 4012871.0157757276),SAN JOAQUIN VALLEY | KAWEAH,2091.5522202753705,211.0
279,M,19S,25E,13,70323.13745,-193043.54723,36.27702,-119.21617,M 19S 25E 13,M19S  25E,3991232.65234,7991.95556827,{a0a0fa12-87a5-43a3-9e08-43a97038fb97},0,Alfalfa Hay,M19S 25E,0.0,0.0,Bearing,2023,5,234.9,2885.0,0.0,0.0,1148.5,4033.5,109909.66,-105876.16,0.0367,0.0011,,M19S  25E,0.0367,0,7991.95556827,3991232.65073,5.1,1,"POLYGON ((840671.2592176569 4022051.3729580175, 840746.8825772373 4020438.8924747934, 839142.5000997104 4020384.2163669923, 839075.8700514304 4022010.2487897906, 840671.2592176569 4022051.3729580175))",POINT (839908.0712510187 4021220.342285582),SAN JOAQUIN VALLEY | KAWEAH,3354.693007291675,211.0
280,M,20S,24E,8,54485.19325,-201241.67594,36.2043,-119.39328,M 20S 24E 08,M20S  24E,3917768.35938,7927.70195511,{c4949034-f94f-46da-b798-a3a4079a9e0d},0,Acala-Upland Cotton - Lint,M20S 24E,0.0,0.0,Bearing,2023,5,319.4,36466.0,0.0,14236.0,5222.0,55924.0,44335.6788,11588.3212,1.2614,0.0873,,M20S  24E,1.2614,0,7927.70195511,3917768.35634,4.562,5,"POLYGON ((823475.635732842 4013317.741051149, 824120.7714003145 4013335.1691036136, 825049.2803287262 4013385.6974305557, 825078.0299243149 4012741.756427333, 825113.8973463824 4011780.1670901077, 823524.8541471398 4011695.755553802, 823475.635732842 4013317.741051149))",POINT (824290.6285657226 4012540.920826554),SAN JOAQUIN VALLEY | KAWEAH,1033.364422131808,211.0
281,M,20S,26E,35,78597.09974,-207482.99159,36.14643,-119.12543,M 20S 26E 35,M20S  26E,3996843.48828,8004.95252062,{490293e4-0833-4710-97b3-83bab806622c},0,Alfalfa Hay,M20S 26E,0.0,0.0,Bearing,2023,2,80.0,1600.0,0.0,0.0,800.0,2400.0,24920.0,-22520.0,0.0963,0.003,,M20S  26E,0.0963,0,8004.95252062,3996843.49338,3.2,1,"POLYGON ((848743.4594199097 4006254.478744136, 848701.2111245779 4006252.868877821, 848630.8088735247 4006251.035444837, 847883.689764598 4006219.598289436, 847780.5719046535 4007825.484236401, 848565.4533178622 4007848.9793090066, 849410.9658659444 4007882.010168685, 849435.4597378564 4007466.5273710047, 849504.8392419857 4006283.0381851667, 848743.4594199097 4006254.478744136))",POINT (848644.470253959 4007052.7621043455),SAN JOAQUIN VALLEY | KAWEAH,2863.16778026925,211.0
282,M,20S,24E,14,59254.18937,-202798.46497,36.19,-119.3403,M 20S 24E 14,M20S  24E,4019476.76953,8019.75786738,{a1804a9a-8137-43ff-a2dc-f9ccb988d419},0,Acala-Upland Cotton - Lint,M20S 24E,0.0,0.0,Bearing,2023,5,319.4,36466.0,0.0,14236.0,5222.0,55924.0,44335.6788,11588.3212,1.2614,0.0873,,M20S  24E,1.2614,0,8019.75786738,4019476.77243,3.17272727273,11,"POLYGON ((829949.3638817028 4010352.812710254, 828343.5753509686 4010288.1988963694, 828285.462505468 4011916.262184241, 829894.0074121631 4011977.821848685, 829949.3638817028 4010352.812710254))",POINT (829117.8344684157 4011133.986878829),SAN JOAQUIN VALLEY | KAWEAH,3293.9575543201677,211.0
283,M,21S,24E,26,58576.91224,-215708.79053,36.07386,-119.34882,M 21S 24E 26,M21S  24E,3957405.70703,7957.34605268,{9bbffb0d-00f3-40af-bd12-9b50fdf8585e},0,Almonds - Kernels,M21S 24E,0.0,0.0,Bearing,2023,14,1185.8,175089.5,2699.5,18730.0,9640.554,206159.554,197029.558,9129.996,1.0463,0.0712,,M21S  24E,1.0463,0,7957.34605268,3957405.70113,5.2,1,"POLYGON ((829674.1532548743 3997447.543913983, 828058.2557662656 3997385.580841038, 827998.2610835403 3998982.177235808, 829614.0337895879 3999045.6590243136, 829674.1532548743 3997447.543913983))",POINT (828836.3044278034 3998215.2396643595),SAN JOAQUIN VALLEY | TULE,891.6042636789655,129.0
284,M,20S,27E,22,86532.6779,-204183.44967,36.17543,-119.03677,M 20S 27E 22,M20S  27E,3981342.47656,7981.90907153,{79036350-bc0f-481a-9256-afb051de3a32},0,Citrus All Others,M20S 27E,0.0,0.0,Bearing,2023,14,188.12,12190.477,2634.926,1494.926,2611.796,18932.125,8365.38587,10566.73913,2.2632,0.0033,,M20S  27E,2.2632,0,7981.90907153,3981342.47772,0.23,1,"POLYGON ((857352.8818122605 4009825.011452797, 855737.2354047532 4009757.846226, 855641.7592864028 4011367.3728061565, 855743.2588102443 4011371.399909692, 857251.2585364988 4011425.934124937, 857352.8818122605 4009825.011452797))",POINT (856495.0898124384 4010593.543833487),,,
285,M,20S,24E,15,57651.30219,-202811.20883,36.18998,-119.35814,M 20S 24E 15,M20S  24E,4017323.59766,8017.73389498,{9920dd49-453d-4219-a9c6-dd4c5fa40d55},0,Acala-Upland Cotton - Lint,M20S 24E,0.0,0.0,Bearing,2023,5,319.4,36466.0,0.0,14236.0,5222.0,55924.0,44335.6788,11588.3212,1.2614,0.0873,,M20S  24E,1.2614,0,8017.73389498,4017323.59512,1.2,1,"POLYGON ((828343.5753509686 4010288.1988963694, 826742.5553771541 4010225.1366178, 826679.7914913289 4011855.8775985, 828285.462505468 4011916.262184241, 828343.5753509686 4010288.1988963694))",POINT (827512.59798261 4011071.744743601),SAN JOAQUIN VALLEY | KAWEAH,2780.419221490584,211.0
286,M,25S,25E,1,69345.41833,-247829.75087,35.78403,-119.23201,M 25S 25E 01,M25S  25E,3948759.52344,7948.55187844,{63125f0f-45b8-4dd7-9a49-1298e416623c},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,7948.55187844,3948759.5234,6.75,2,"POLYGON ((839827.5706608259 3965615.007547132, 839763.8884403035 3967217.6313723433, 840543.056881649 3967249.6258015465, 841381.9485031996 3967284.0455313628, 841444.5089107348 3965678.819370896, 839827.5706608259 3965615.007547132))",POINT (840604.6895461191 3966448.9888479775),SAN JOAQUIN VALLEY | TULE,4269.976158655729,129.0
287,M,29S,23E,13,49344.93326,-289877.27495,35.40675,-119.45618,M 29S 23E 13,M29S  23E,3969823.32031,7965.84451247,{35ca3285-35b9-422c-bb56-fea4524cb2da},0,Alfalfa Hay,M29 S 23 E,0.0,0.0,Bearing,2023,3,194.87,0.0,0.0,0.0,494.74,494.74,104902.609,-104407.869,0.0047,0.0001,M29 S 23 E,M29S  23E,0.0047,0,7965.84451247,3969823.31511,0.1,1,"POLYGON ((821553.7787106391 3924634.5050147627, 821762.9588322561 3924640.1847112575, 822010.4145260293 3924650.20743915, 822489.5713088117 3924668.055493445, 822620.1022095708 3924670.9893465163, 822667.4733304919 3923035.7339872904, 821059.5732148031 3922970.381352426, 821055.2727383389 3923055.557165568, 821052.7215352629 3923194.017484733, 821048.2034264861 3923370.4289967474, 821043.2386669737 3923558.8620927883, 821039.743155269 3923757.123002978, 821032.0821299626 3923986.236580744, 821028.9523430432 3924208.8572443747, 821019.22427599 3924613.7660205616, 821140.5109296218 3924618.1410079356, 821354.4739421593 3924626.6220297776, 821553.7787106391 3924634.5050147627))",POINT (821840.4770257212 3923822.349729135),,,
288,M,25S,25E,9,64562.16976,-249484.84441,35.76947,-119.28512,M 25S 25E 09,M25S  25E,3906099.02344,7926.29922618,{388783af-3bea-4f2a-a3db-ab3f2ff2f140},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,7926.29922618,3906099.0212,7.86666666667,3,"POLYGON ((836697.1090119239 3963881.5032594753, 835083.3192512819 3963818.167747155, 835066.2753057606 3964627.113183034, 835016.8766738542 3965419.7739300095, 836626.4662090363 3965481.6147552445, 836697.1090119239 3963881.5032594753))",POINT (835859.9631753102 3964650.05338731),SAN JOAQUIN VALLEY | TULE,3056.75684450277,129.0
289,M,30S,27E,23,86512.63977,-300986.11773,35.30409,-119.04781,M 30S 27E 23,M30S  27E,3895176.69922,7889.20049413,{7d273a02-713a-40c2-983b-e16120590392},0,Alfalfa Hay,M30 S 27 E,0.0,0.0,Bearing,2023,1,38.49,0.0,0.0,0.0,230.94,230.94,19183.416,-18952.476,0.012,0.0004,M30 S 27 E,M30S  27E,0.012,0,7889.20049413,3895176.69741,2.41166666667,6,"POLYGON ((860179.416803173 3914666.588635949, 860240.8051544095 3913061.976684397, 858627.39869808 3913008.072298166, 858563.122794233 3914608.2261353033, 858846.5838199964 3914621.889034533, 860081.1659147823 3914664.403653055, 860179.416803173 3914666.588635949))",POINT (859402.9061431987 3913837.5632440564),,,
290,M,28S,24E,8,53263.06154,-278522.03948,35.50877,-119.41222,M 28S 24E 08,M28S  24E,3732299.75,7737.25095161,{46b3bc82-f8e5-4ce6-a2c0-db1bee189766},0,Alfalfa Hay,M28 S 24 E,0.0,0.0,Bearing,2023,9,627.7,5469.25,0.0,0.0,4214.205,9683.455,256206.6443,-246523.1893,0.0378,0.0012,M28 S 24 E,M28S  24E,0.0378,0,7737.25095161,3732299.7502,14.8333333333,6,"POLYGON ((826251.3747557588 3934552.329162544, 824648.0029715048 3934495.5273378533, 824622.6252981799 3935311.5582519313, 824595.5296347162 3936040.5446909233, 825487.3131375678 3936069.0525684184, 826200.8292901537 3936092.483745663, 826220.3457752967 3935367.0424804287, 826251.3747557588 3934552.329162544))",POINT (825423.0173318788 3935295.2147612907),SAN JOAQUIN VALLEY | KERN COUNTY,3835.705332820291,47.0
291,M,32S,25E,13,68863.41189,-318769.23201,35.14539,-119.24362,M 32S 25E 13,M32S  25E,3944521.16016,7956.94618251,{0bf1c89d-6f4f-4232-aa03-e4fec467acd7},0,Almonds - Kernels,M32 S 25 E,0.0,0.0,Bearing,2023,3,373.79,68040.9937,373.79,0.0,0.0,68414.7837,65985.99096,2428.79274,1.0368,0.0705,M32 S 25 E,M32S  25E,1.0368,0,7956.94618251,3944521.16002,0.0,1,"POLYGON ((843029.4704632997 3896375.6143529913, 843101.8180333022 3894760.255087341, 841617.2498491581 3894700.2315802006, 841471.2518166075 3894683.654478355, 841416.0413199083 3896324.5477300542, 843029.4704632997 3896375.6143529913))",POINT (842253.2125936685 3895536.8849652954),,,
292,M,25S,26E,21,74228.95712,-252610.36557,35.74063,-119.17839,M 25S 26E 21,M25S  26E,3924268.65625,7923.9839657,{9cd904e6-01c2-4c27-869f-6959fe9c9362},0,Almonds - Kernels,M25 S 26 E,0.0,0.0,Bearing,2023,29,1987.57,274572.87,5708.88,5687.12,8371.9757,294340.8457,282288.816,12052.02974,1.0427,0.0709,M25 S 26 E,M25S  26E,1.0427,0,7923.9839657,3924268.65374,0.53,1,"POLYGON ((846477.4359249965 3961047.6657469594, 844875.7794261044 3960981.376453928, 844805.7383869424 3962589.708387277, 846410.3449862452 3962658.968828609, 846477.4359249965 3961047.6657469594))",POINT (845642.5495276978 3961819.696816607),,,
293,M,31S,29E,10,104423.01525,-307215.80542,35.24621,-118.85153,M 31S 29E 10,M31S  29E,3954005.18359,7953.91289429,{5b2ba959-4ee2-45c3-9bd9-2f48deea717e},0,Acala-Upland Cotton - Lint,M31 S 29 E,0.0,0.0,Bearing,2023,2,164.72,5435.76,0.0,0.0,2800.24,8236.0,18101.01491,-9865.014912,0.455,0.0315,M31 S 29 E,M31S  29E,0.455,0,7953.91289429,3954005.18708,17.9444444444,9,"POLYGON ((878383.3400096293 3907370.2534838524, 876762.1272428844 3907291.434894159, 876680.3556234824 3908915.965128615, 878302.8161819316 3908991.656196033, 878383.3400096293 3907370.2534838524))",POINT (877531.8904600762 3908142.4056123313),,,
294,M,25S,25E,31,61361.27475,-255962.75793,35.71137,-119.32108,M 25S 25E 31,M25S  25E,4105760.89844,8105.96717956,{92554766-6c00-407f-8669-a9761ae4338f},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,8105.96717956,4105760.89701,5.09,2,"POLYGON ((833659.1750082369 3958920.552503189, 833717.3274276991 3957295.4548384347, 832046.7019098573 3957235.808544832, 831987.902109785 3958845.300103531, 833659.1750082369 3958920.552503189))",POINT (832854.1125345606 3958074.430651481),,,
295,M,25S,25E,2,67737.55382,-247844.44353,35.78401,-119.24982,M 25S 25E 02,M25S  25E,3901250.68359,7899.28792208,{174249e8-350b-416a-80b6-7d7c6ce22bf2},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,7899.28792208,3901250.6805,0.51,1,"POLYGON ((839827.5706608259 3965615.007547132, 838922.7959844037 3965579.5780742997, 838238.6943540967 3965555.1708612987, 838150.0408395235 3967151.464293803, 838924.8611604548 3967183.202881498, 839763.8884403035 3967217.6313723433, 839827.5706608259 3965615.007547132))",POINT (838995.3947924298 3966386.5912488024),SAN JOAQUIN VALLEY | TULE,3764.5331944677787,129.0
296,M,25S,25E,23,67802.78129,-252682.79515,35.74046,-119.24952,M 25S 25E 23,M25S  25E,3927625.71875,7921.97905697,{dfb9aa68-9d12-45b9-be85-1b206b2549a7},0,Almonds - Kernels,M25 S 25 E,0.0,0.0,Bearing,2023,50,5551.26,976262.8,10221.6,58960.0,43963.3828,1089407.783,763547.0345,325860.7483,1.4268,0.097,M25 S 25 E,M25S  25E,1.4268,0,7921.97905697,3927625.71736,7.95555555556,9,"POLYGON ((838374.7470485468 3962335.99681107, 839045.8614902871 3962360.068705664, 839969.115910795 3962392.5811840347, 840014.1432105016 3961378.2471859274, 840034.1508956163 3960959.040339408, 840036.7502400391 3960782.7144403537, 839108.3784120986 3960740.633393629, 838441.4934815223 3960711.3077706485, 838374.7470485468 3962335.99681107))",POINT (839205.3021311716 3961555.135272977),SAN JOAQUIN VALLEY | KERN COUNTY,4248.909684217854,47.0
297,M,31S,27E,2,86556.42388,-305812.40971,35.26063,-119.04786,M 31S 27E 02,M31S  27E,3882730.51562,7878.65079896,{880f37d9-aed2-4989-9772-4c6836445a5c},0,Acala-Upland Cotton - Lint,M31 S 27 E,0.0,0.0,Bearing,2023,6,428.27,18086.29,0.0,0.0,0.0,18086.29,56583.80408,-38497.51408,0.3196,0.0221,M31 S 27 E,M31S  27E,0.3196,0,7878.65079896,3882730.50877,5.2,3,"POLYGON ((860428.6251924946 3908244.1005765856, 859234.5779024472 3908195.860106279, 858814.879079442 3908182.4988227645, 858753.0674387448 3909785.0543290316, 860365.039490567 3909844.811993161, 860428.6251924946 3908244.1005765856))",POINT (859590.1789664363 3909013.2897599014),SAN JOAQUIN VALLEY | KERN COUNTY,3181.1207776316764,47.0
298,M,28S,22E,8,33763.89811,-278764.00447,35.50749,-119.62741,M 28S 22E 08,M28S  22E,3940510.69922,8001.54065801,{7759ccc1-de6a-4357-aff6-d0573a72bdbe},0,Fallow - Irrigated Acres Enrolled,M28 S 22 E,0.0,0.0,Not Analyzed,2023,1,8.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,M28 S 22 E,M28S  22E,0.0,0,8001.54065801,3940510.70329,0.0,2,"POLYGON ((806693.9744802474 3935299.4516888317, 806722.1145918907 3933660.6261390047, 806721.2770652985 3933686.8733344255, 806061.3366202095 3933658.7084351033, 805126.29095615 3933619.804435756, 805117.1095340871 3933802.6717394567, 805067.0066625553 3935240.1752772247, 806693.9744802474 3935299.4516888317))",POINT (805900.8058435274 3934463.879895934),,,
299,M,25S,26E,12,79012.12028,-249326.95921,35.7698,-119.12511,M 25S 26E 12,M25S  26E,4033887.92578,8038.1053268,{09827d94-e437-43d1-b367-12c2aff34567},0,Almonds - Kernels,M25 S 26 E,0.0,0.0,Bearing,2023,29,1987.57,274572.87,5708.88,5687.12,8371.9757,294340.8457,282288.816,12052.02974,1.0427,0.0709,M25 S 26 E,M25S  26E,1.0427,0,8038.1053268,4033887.92884,3.6,1,"POLYGON ((850291.690202431 3964435.3729757965, 849539.8728344855 3964403.8316879217, 849485.1437169716 3966013.23033644, 850228.2137456271 3966045.2518779156, 851115.0894158385 3966089.1259123352, 851199.7069953226 3964472.2498321356, 850291.690202431 3964435.3729757965))",POINT (850335.8486103151 3965241.7307895296),,,
300,M,25S,26E,6,70958.95998,-247813.83788,35.78405,-119.21414,M 25S 26E 06,M25S  26E,3949240.00781,7949.24589293,{f62970c2-42e0-4be1-9825-7918abe54b80},0,Almonds - Kernels,M25 S 26 E,0.0,0.0,Bearing,2023,29,1987.57,274572.87,5708.88,5687.12,8371.9757,294340.8457,282288.816,12052.02974,1.0427,0.0709,M25 S 26 E,M25S  26E,1.0427,0,7949.24589293,3949240.00372,1.565,2,"POLYGON ((843065.7542219039 3965742.3935383307, 841444.5089107348 3965678.819370896, 841381.9485031996 3967284.0455313628, 842161.1507126335 3967315.8035189696, 842990.9903611445 3967349.9112379765, 843065.7542219039 3965742.3935383307))",POINT (842221.0777346939 3966512.7656911765),SAN JOAQUIN VALLEY | TULE,5246.469948160024,129.0
