,Unnamed: 0,index,operator_name,physical_street,physical_city,physical_county,physical_zip,operator_phone,date_placed_in_operation,basin_plan_designation,assessor_parcels,milk_cows_open_confinement,milk_cows_under_roof,milk_cows_max_number,milk_cows_avg_number,dry_cows_open_confinement,dry_cows_under_roof,dry_cows_max_number,dry_cows_avg_number,bred_heifers_open_confinement,bred_heifers_under_roof,bred_heifers_max_number,bred_heifers_avg_number,heifers_7_14_mo_open_confinement,heifers_7_14_mo_under_roof,heifers_7_14_mo_max_number,heifers_7_14_mo_avg_number,calves_4_6_mo_open_confinement,calves_4_6_mo_under_roof,calves_4_6_mo_max_number,calves_4_6_mo_avg_number,calves_0_3_mo_open_confinement,calves_0_3_mo_under_roof,calves_0_3_mo_max_number,calves_0_3_mo_avg_number,predominant_breed,avg_milk_production_lbs_per_cow_per_day,total_animals,total_manure_excreted_tons_per_period,nitrogen_from_manure_lbs,nitrogen_after_ammonia_losses_lbs,phosphorus_from_manure_lbs,potassium_from_manure_lbs,salt_from_manure_lbs,process_wastewater_generated_gal,process_wastewater_applied_gal,fresh_water_imported_gal,fresh_water_exported_gal,address,latitude,longitude
44,77,77,Machado-Kindberg,7706 Tegner RD,Hilmar,Merced,95324,(209) 652-6929,01/01/1926,San Joaquin River Basin,X045-X200-X005-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,300.0,300.0,300.0,Holstein,1.0,300.0,466.46,4758.0,3330.6,805.2,1.0,0.0,,0.0,0.0,0.0,"7706 Tegner RD, Hilmar, CA 95324",37.4007,-120.88641
45,78,78,Fagundes Bros. Dairy #2,14478 Cox Ferry Road,Snelling,Merced,95369,(209) 383-6046,01/01/1953,San Joaquin River Basin,"X042-X200-X036-XXXX, X042-X200-X060-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,740.0,0.0,740.0,740.0,75.0,0.0,75.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,61.0,815.0,19276.45,251649.27,176154.49,41943.26,137341.21,365675.25,19680000.0,19680000.0,0.0,0.0,"14478 Cox Ferry Road, Snelling, CA 95369",37.49822,-120.50276
46,79,79,Cressey River LLC,10986 Livingston Cressey WAY,Livingston,Merced,95334,(209) 383-6046,01/01/1972,San Joaquin River Basin,"X140-X060-X040-XXXX, X140-X060-X048-XXXX, X140-X060-X049-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"10986 Livingston Cressey WAY, Livingston, CA 95334",37.41946,-120.68583
47,80,80,Antonio Belo Dairy,25115 Clark Ave.,Orland,Tehama,95963,(530) 865-1789,01/26/1985,Sacramento River Basin,0091-0200-0001-0000,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Other,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"25115 Clark Ave., Orland, CA 95963",39.82407,-122.10007
48,81,81,Loek Van Warmerdam Dairy,1616 Cornelius Ave.,Nicolaus,Sutter,95659,(530) 870-1718,01/01/1950,Sacramento River Basin,XX28-X180-X013-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,,0.0,0.0,0.0,"1616 Cornelius Ave., Nicolaus, CA 95659",38.92452,-121.5606
49,82,82,Live Oak H (Formerly Silveira Dairy Inc.),20271 Johnson AVE,Hilmar,Merced,95324,(209) 495-8821,01/01/1940,San Joaquin River Basin,XX45-X140-XX26-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,400.0,400.0,400.0,0.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,60.0,600.0,12349.05,164514.2,115159.94,26400.55,73975.69,234330.0,26928000.0,26928000.0,0.0,0.0,"20271 Johnson AVE, Hilmar, CA 95324",37.43306,-120.85463
50,83,83,5N Cattle,28470 W Cottonwood Rd,Gustine,Merced,95322,(209) 854-1273,01/01/1990,San Joaquin River Basin,"X063-X250-X033-XXXX, X063-X250-X048-XXXX, X063-X250-X049-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,70.0,65.0,0.0,1140.0,1150.0,1140.0,Holstein,1.0,1205.0,11264.47,114354.5,80048.15,19352.3,1.0,0.0,1950000.0,1950000.0,0.0,0.0,"28470 W Cottonwood Rd, Gustine, CA 95322",37.18935,-121.00342
51,84,84,Carlos and Deolinda Lopes Trust,17273 W Cotton Gin RD,Los Banos,Merced,93635,(209) 704-8163,01/01/1940,San Joaquin River Basin,X088-X180-X053-XXXX,145.0,0.0,150.0,145.0,55.0,0.0,60.0,55.0,0.0,578.0,600.0,578.0,0.0,47.0,55.0,47.0,215.0,0.0,220.0,215.0,195.0,0.0,200.0,195.0,Holstein,70.0,1235.0,20188.46,251556.2,176089.34,41257.12,110692.33,282958.95,6337160.0,6337160.0,0.0,0.0,"17273 W Cotton Gin RD, Los Banos, CA 93635",36.95435,-120.80572
52,86,86,Couco Creek Dairy Inc.,3303 S Washington RD,Turlock,Stanislaus,95380,(209) 761-9322,06/01/1961,San Joaquin River Basin,"X044-X039-X001-XXXX, X044-X039-X002-XXXX, X044-X040-X041-XXXX",0.0,500.0,500.0,500.0,0.0,0.0,0.0,0.0,0.0,3050.0,3050.0,3050.0,0.0,437.0,437.0,437.0,0.0,750.0,750.0,750.0,0.0,1000.0,1000.0,1000.0,Holstein,75.0,5737.0,104889.66,1317687.32,922381.12,217914.19,594122.39,1536580.65,21030000.0,21030000.0,0.0,0.0,"3303 S Washington RD, Turlock, CA 95380",37.46137,-120.90789
53,87,87,Manuel Mendes Dairy (Golden M),29744 Cottonwood RD,Gustine,Merced,95322,(209) 854-9108,01/01/1950,San Joaquin River Basin,"X063-X250-X008-XXXX, X063-X250-X030-XXXX",0.0,0.0,0.0,0.0,0.0,100.0,120.0,100.0,0.0,600.0,600.0,600.0,0.0,90.0,90.0,90.0,200.0,0.0,200.0,200.0,0.0,0.0,0.0,0.0,Holstein,72.0,990.0,19350.7,243584.41,170509.09,40146.72,115693.94,303205.5,22416000.0,22416000.0,0.0,0.0,"29744 Cottonwood RD, Gustine, CA 95322",37.18975,-121.02613
54,88,88,Frank Chaves and Sons #2,12021 E Harney LN,Lodi,San Joaquin,95240,(209) 368-1740,01/05/1940,San Joaquin River Basin,X063-X250-XX16-XXXX,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,0.0,200.0,200.0,200.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,Holstein,51.0,270.0,5064.05,65698.07,45988.65,10785.29,35805.25,94170.0,6171000.0,6171000.0,0.0,0.0,"12021 E Harney LN, Lodi, CA 95240",38.10554,-121.16752
55,89,89,Cross Creek Dairy,14371 East AVE,Turlock,Merced,95380,(209) 586-0290,01/01/1960,San Joaquin River Basin,,75.0,0.0,80.0,75.0,85.0,0.0,90.0,85.0,0.0,585.0,590.0,585.0,70.0,0.0,75.0,70.0,200.0,0.0,205.0,200.0,240.0,0.0,245.0,240.0,Holstein,65.0,1255.0,20824.71,254416.06,178091.24,41720.62,110111.17,291543.75,20120000.0,20120000.0,0.0,0.0,"14371 East AVE, Turlock, CA 95380",37.48986,-120.74628
56,90,90,DeSnayer Dairy,23243 N Rond RD,Lodi,San Joaquin,95242,(209) 327-6140,01/01/1945,San Joaquin River Basin,X011-X050-XX08-XXXX,275.0,0.0,275.0,275.0,240.0,0.0,240.0,240.0,0.0,1580.0,1580.0,1580.0,0.0,300.0,300.0,300.0,0.0,300.0,300.0,300.0,300.0,0.0,300.0,300.0,Holstein,94.0,2995.0,57384.96,726093.78,508265.65,119131.87,327498.02,812928.0,16690000.0,16690000.0,0.0,0.0,"23243 N Rond RD, Lodi, CA 95242",38.19845,-121.41761
57,91,91,Live Oak Dairy,21052 Johnson AVE,Hilmar,Merced,95324,(209) 495-8821,01/01/1950,San Joaquin River Basin,0045-0100-0011-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,425.0,425.0,50.0,0.0,50.0,50.0,50.0,0.0,50.0,50.0,0.0,0.0,0.0,0.0,Jersey,50.0,525.0,11015.93,143363.63,100354.54,23739.85,75806.92,211608.75,11616000.0,11616000.0,0.0,0.0,"21052 Johnson AVE, Hilmar, CA 95324",37.43378,-120.8689
58,92,92,Edelweiss Dairy,2306 W Fulkerth RD,Crows Landing,Stanislaus,95313,(209) 537-9883,01/01/1940,San Joaquin River Basin,X022-X004-X007-XXXX,240.0,0.0,240.0,240.0,0.0,0.0,0.0,0.0,0.0,1050.0,1050.0,1050.0,140.0,0.0,140.0,140.0,300.0,0.0,300.0,300.0,650.0,0.0,650.0,650.0,Holstein,70.0,2380.0,38789.98,480118.1,336082.67,79113.57,201084.69,526585.5,44100000.0,37548000.0,0.0,6552000.0,"2306 W Fulkerth RD, Crows Landing, CA 95313",37.50477,-121.03417
59,93,93,Alfred C. Nunes Dairy,5119 S Morgan RD,Turlock,Stanislaus,95380,(209) 632-6636,01/01/1976,San Joaquin River Basin,0057-0002-0010-0000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,900.0,900.0,900.0,110.0,0.0,110.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,77.0,1010.0,25437.4,331584.19,232108.93,55527.46,176497.4,449059.5,9780000.0,9780000.0,0.0,0.0,"5119 S Morgan RD, Turlock, CA 95380",37.44718,-120.97868
60,94,94,Silva Brothers,25723 N Elliott RD,Galt,San Joaquin,95632,(209) 334-2914,01/01/1950,San Joaquin River Basin,X007-X130-XX20-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,170.0,170.0,170.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey-Holstein Cross,64.0,180.0,4382.41,57274.47,40092.13,9605.34,31886.43,82344.0,4612500.0,4612500.0,0.0,0.0,"25723 N Elliott RD, Galt, CA 95632",38.22165,-121.17148
61,95,95,Fred A Douma Dairy,28524 S Kasson RD,Tracy,San Joaquin,95304,(209) 904-9327,01/01/1996,San Joaquin River Basin,X241-X380-XX02-XXXX,211.0,0.0,236.0,211.0,0.0,0.0,0.0,0.0,0.0,2769.0,2789.0,2769.0,0.0,409.0,419.0,409.0,218.0,0.0,229.0,218.0,0.0,0.0,0.0,0.0,Holstein,75.0,3607.0,81650.01,1056024.89,739217.42,175240.46,539385.21,1397833.2,35390541.0,35390541.0,0.0,0.0,"28524 S Kasson RD, Tracy, CA 95304",37.69953,-121.30036
62,96,96,Tony Morris Dairy,6506 Vivian RD,Modesto,Stanislaus,95358,(209) 000-0000,01/01/1940,San Joaquin River Basin,"X017-X063-X018-XXXX, X022-X003-X001-XXXX",400.0,0.0,440.0,400.0,420.0,0.0,420.0,420.0,0.0,1700.0,1700.0,1700.0,0.0,350.0,350.0,350.0,420.0,0.0,550.0,420.0,460.0,0.0,560.0,460.0,Holstein,60.0,3750.0,58234.08,733349.35,513344.55,117253.22,314396.69,880927.5,70290000.0,70290000.0,0.0,0.0,"6506 Vivian RD, Modesto, CA 95358",37.54052,-121.04086
63,97,97,Ken Van Foeken Dairy #1,22338 Short RD,Hilmar,Merced,95324,(209) 667-2393,10/01/1983,San Joaquin River Basin,X045-X130-X046-XXXX,0.0,30.0,30.0,30.0,0.0,38.0,38.0,38.0,0.0,410.0,410.0,410.0,0.0,43.0,43.0,43.0,0.0,43.0,43.0,43.0,0.0,55.0,55.0,55.0,Jersey,57.0,619.0,11690.26,149949.67,104964.77,24630.55,75016.97,202936.35,12660000.0,12660000.0,0.0,0.0,"22338 Short RD, Hilmar, CA 95324",37.42817,-120.89198
64,98,98,BWC Weststeyn Dairy LP,1763 S Hewitt RD,Linden,San Joaquin,95236,(209) 404-9100,01/01/1977,San Joaquin River Basin,"X183-X300-XX05-XXXX, X183-X300-XX06-XXXX, X183-X300-XX07-XXXX, X183-X300-XX08-XXXX",450.0,0.0,450.0,450.0,580.0,0.0,580.0,580.0,0.0,2800.0,2800.0,2800.0,200.0,200.0,400.0,400.0,1220.0,0.0,1220.0,1220.0,1000.0,0.0,1000.0,1000.0,Holstein,80.0,6450.0,106567.12,1318340.16,922838.11,215889.1,554621.83,1410360.0,89444240.0,89444240.0,0.0,0.0,"1763 S Hewitt RD, Linden, CA 95236",37.95428,-121.0415
65,99,99,Tony Lopes Dairy LP,27500 W Bunker RD,Gustine,Merced,95322,(209) 649-4967,01/01/1972,San Joaquin River Basin,"X070-X010-X012-XXXX, X070-X010-X013-XXXX",300.0,0.0,360.0,310.0,0.0,300.0,360.0,310.0,0.0,2175.0,2400.0,2175.0,350.0,0.0,350.0,350.0,900.0,0.0,1000.0,950.0,900.0,0.0,1000.0,950.0,Holstein,72.0,5045.0,82104.62,1011993.62,708395.53,165904.99,419390.52,1104581.25,51840000.0,51840000.0,0.0,0.0,"27500 W Bunker RD, Gustine, CA 95322",37.17334,-120.98684
66,100,100,Gold Medal Ag #1,9483 Columbus AVE,Hilmar,Merced,95324,(209) 652-4066,01/01/1930,San Joaquin River Basin,"0045-0140-0009-0000, 0045-0140-0048-0000, 0045-0140-0075-0000",350.0,0.0,350.0,350.0,0.0,0.0,0.0,0.0,0.0,2100.0,2200.0,2100.0,100.0,200.0,300.0,300.0,150.0,0.0,200.0,150.0,0.0,0.0,0.0,0.0,Jersey,65.0,2900.0,59152.58,775056.38,542539.47,127171.65,395270.88,1057770.0,61282740.0,22933115.0,0.0,38349625.0,"9483 Columbus AVE, Hilmar, CA 95324",37.42594,-120.86847
67,101,101,Vitoria Dairy,14018 Crowslanding Road,Crowslanding,Stanislaus,95313,(209) 652-9489,02/15/1953,San Joaquin River Basin,"X057-X026-X007-XXXX, X057-X026-X011-XXXX",180.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,1015.0,1015.0,1015.0,0.0,100.0,100.0,100.0,299.0,0.0,299.0,299.0,272.0,0.0,272.0,272.0,Holstein,68.0,1866.0,10632.41,117429.32,82200.52,18284.66,19019.52,500907.75,23800000.0,23800000.0,0.0,0.0,"14018 Crowslanding Road, Crowslanding, CA 95313",37.43345,-121.00166
68,102,102,Haringa Dairy,14842 E Keyes RD,Denair,Stanislaus,95316,(209) 874-2250,04/15/1992,San Joaquin River Basin,X019-X041-X043-XXXX,100.0,0.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,1627.0,1642.0,1627.0,251.0,0.0,292.0,251.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,75.0,1978.0,46709.54,609063.75,426344.63,101080.73,316930.21,823790.4,54240000.0,54240000.0,0.0,0.0,"14842 E Keyes RD, Denair, CA 95316",37.54633,-120.72474
69,104,104,N & C Silveira Dairy,6025 Hultberg RD,Turlock,Stanislaus,95380,(209) 668-2728,01/01/1970,San Joaquin River Basin,X057-X170-X006-XXXX,0.0,28.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,835.0,835.0,835.0,0.0,27.0,27.0,27.0,0.0,18.0,18.0,18.0,0.0,0.0,0.0,0.0,Jersey,60.0,908.0,21063.52,275296.14,192707.3,46094.27,154424.25,399368.4,5440420.0,4714400.0,0.0,726020.0,"6025 Hultberg RD, Turlock, CA 95380",37.43532,-120.89702
70,105,105,Oak Creek Dairy (Formerly Hoogendam Dairy),1650 Mcnamara RD,Merced,Merced,95340,(209) 626-9953,10/01/2000,San Joaquin River Basin,"X066-X140-X034-XXXX, X066-X150-X007-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2185.0,2190.0,2185.0,0.0,335.0,340.0,335.0,950.0,0.0,1000.0,950.0,675.0,0.0,700.0,675.0,Holstein,86.0,4145.0,80902.67,1001800.24,701260.17,168091.01,441416.38,1105840.5,43696500.0,43696500.0,0.0,0.0,"1650 Mcnamara RD, Merced, CA 95340",37.22949,-120.4568
71,106,106,GM Silva Dairies,20316 Crane AVE,Hilmar,Merced,95324,(209) 652-6581,01/01/1990,San Joaquin River Basin,"X045-X230-X060-XXXX, X045-X350-X013-XXXX",100.0,0.0,100.0,100.0,230.0,0.0,230.0,230.0,0.0,1295.0,1295.0,1295.0,0.0,165.0,165.0,165.0,45.0,25.0,70.0,70.0,430.0,0.0,430.0,430.0,Jersey,69.0,2290.0,41046.14,526755.6,368728.92,86359.22,247153.63,647692.5,24318000.0,16926000.0,0.0,7392000.0,"20316 Crane AVE, Hilmar, CA 95324",37.38271,-120.8537
72,108,108,Tony & Fatima Garcia Dairy,6455 California AVE,Modesto,Stanislaus,95358,(123) 000-0000,10/01/1987,San Joaquin River Basin,X012-X053-X004-XXXX,200.0,0.0,200.0,200.0,70.0,0.0,70.0,70.0,0.0,630.0,630.0,630.0,150.0,0.0,150.0,150.0,300.0,0.0,300.0,300.0,150.0,0.0,150.0,150.0,Holstein,80.0,1500.0,23597.44,304833.56,213383.49,49363.69,124789.91,331128.0,4929000.0,4929000.0,0.0,0.0,"6455 California AVE, Modesto, CA 95358",37.62707,-121.11061
73,112,112,Joe Gomes Dairy,17265 Swanson RD,Delhi,Merced,95315,(209) 652-7808,01/01/1960,San Joaquin River Basin,X046-X200-X024-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,438.0,438.0,438.0,0.0,1.0,1.0,1.0,0.0,152.0,152.0,152.0,0.0,84.0,84.0,84.0,Holstein,71.0,675.0,13636.01,170147.48,119103.24,28806.52,84168.81,206462.25,2445000.0,2445000.0,0.0,0.0,"17265 Swanson RD, Delhi, CA 95315",37.44083,-120.79977
74,113,113,Arnaldo P. & Maria E. Avila Dairy,8178 Paradise RD,Modesto,Stanislaus,95358,(209) 523-0256,01/01/1966,San Joaquin River Basin,X017-X065-X003-XXXX,60.0,0.0,60.0,60.0,0.0,0.0,0.0,0.0,200.0,300.0,500.0,500.0,85.0,0.0,85.0,85.0,150.0,0.0,150.0,150.0,150.0,0.0,150.0,150.0,Holstein,72.0,945.0,17406.65,216273.01,151391.11,35753.52,96411.61,254970.75,22572000.0,22572000.0,0.0,0.0,"8178 Paradise RD, Modesto, CA 95358",37.61454,-121.14887
75,115,115,"Van Groningen & Sons, Inc.",13293 Louise AVE,Manteca,San Joaquin,95336,(209) 982-5248,01/15/1955,San Joaquin River Basin,X208-X060-XX11-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,20.0,20.0,50.0,0.0,50.0,50.0,600.0,0.0,600.0,600.0,Jersey-Holstein Cross,1.0,670.0,6582.23,65335.0,45734.5,10920.8,1.0,4599.0,1920000.0,1920000.0,0.0,0.0,"13293 Louise AVE, Manteca, CA 95336",37.81579,-121.14621
76,116,116,Pareira Dairy,2487 W Turlock RD,Snelling,Merced,95369,(209) 722-5876,01/01/1947,San Joaquin River Basin,"X042-X200-X054-XXXX, X042-X200-X055-XXXX, X042-X200-X057-XXXX, X042-X240-X006-XXXX, X042-X240-X039-XXXX",100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,0.0,600.0,600.0,575.0,0.0,100.0,107.0,100.0,180.0,0.0,180.0,180.0,300.0,0.0,300.0,300.0,Jersey-Holstein Cross,70.0,1355.0,21457.59,266865.56,186805.89,43487.75,110117.81,293733.75,19682000.0,19682000.0,0.0,0.0,"2487 W Turlock RD, Snelling, CA 95369",37.49068,-120.53021
77,119,119,Charleston Road Dairy,19556 W Charleston RD,Los Banos,Merced,93635,(209) 678-1472,01/01/1930,San Joaquin River Basin,0088-0100-0063-0000,160.0,0.0,160.0,160.0,180.0,0.0,180.0,180.0,0.0,1495.0,1495.0,1495.0,265.0,0.0,265.0,265.0,300.0,0.0,300.0,300.0,250.0,0.0,250.0,250.0,Holstein,65.0,2650.0,47880.57,607854.66,425498.26,99219.27,281395.22,764857.5,25356500.0,24102500.0,0.0,1254000.0,"19556 W Charleston RD, Los Banos, CA 93635",36.98407,-120.84688
78,120,120,Broder Farms,22245 August AVE,Hillmar,Merced,95324,(209) 667-7050,01/01/1949,San Joaquin River Basin,X045-X180-X021-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Jersey,1.0,,1.0,1.0,0.7,1.0,1.0,0.0,0.0,8928625.0,8928625.0,0.0,"22245 August AVE, Hillmar, CA 95324",37.4189,-120.89085
79,121,121,Dasilva Dairy Farms LLC #3,24197 E Mariposa RD,Escalon,San Joaquin,95320,(209) 000-0000,04/01/1993,San Joaquin River Basin,X207-X180-X005-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,425.0,425.0,425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,76.0,425.0,11202.98,146449.42,102514.59,24850.05,83066.77,200111.25,8964000.0,8964000.0,0.0,0.0,"24197 E Mariposa RD, Escalon, CA 95320",37.84338,-121.01065
80,122,122,Joe Egli & Sons Dairy,21810 W August AVE,Hilmar,Merced,95324,(209) 634-9559,06/01/1954,San Joaquin River Basin,"X045-X140-X012-XXXX, X045-X140-X054-XXXX, X045-X170-X002-XXXX, X045-X170-X064-XXXX",0.0,25.0,25.0,25.0,0.0,57.0,57.0,57.0,0.0,260.0,260.0,43.0,0.0,25.0,25.0,20.0,0.0,59.0,59.0,59.0,0.0,43.0,43.0,43.0,Holstein,71.0,247.0,2746.05,32007.33,22405.13,4869.81,8263.15,24845.55,5467200.0,12654250.0,7187050.0,0.0,"21810 W August AVE, Hilmar, CA 95324",37.41924,-120.8833
81,125,125,Fagundes Bros. Dairy #3,2852 Turlock RD,Snelling,Merced,95369,(209) 383-6046,01/01/1954,San Joaquin River Basin,"X042-X200-X058-XXXX, X042-X200-X059-XXXX",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1063.0,0.0,1063.0,1063.0,108.0,0.0,108.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Holstein,63.0,1171.0,27945.19,364801.13,255360.79,60857.12,198685.57,525348.15,45594000.0,45594000.0,0.0,0.0,"2852 Turlock RD, Snelling, CA 95369",37.49353,-120.53625
82,126,126,Caton Farms,15635 S Steinegul RD,Escalon,San Joaquin,95320,(209) 456-3266,01/01/1950,San Joaquin River Basin,X229-X090-X050-XXXX,100.0,0.0,100.0,100.0,86.0,0.0,86.0,86.0,0.0,475.0,475.0,475.0,100.0,0.0,100.0,100.0,105.0,0.0,105.0,105.0,100.0,0.0,100.0,100.0,Holstein,69.0,966.0,16227.9,205785.78,144050.05,33208.86,90654.81,246648.75,18861270.0,18861270.0,0.0,0.0,"15635 S Steinegul RD, Escalon, CA 95320",37.81828,-120.96957
83,128,128,Clarot Farms Inc.,7260 Carpenter RD,Modesto,Stanislaus,95358,(209) 537-2062,01/01/1962,San Joaquin River Basin,"X022-X003-X010-XXXX, X022-X003-X012-XXXX, X022-X005-X005-XXXX, X022-X005-X011-XXXX, X022-X005-X012-XXXX, X022-X005-X013-XXXX, X022-X005-X015-XXXX, X022-X005-X016-XXXX, X022-X006-X002-XXXX, X022-X006-X009-XXXX, X022-X007-X001-XXXX",405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,920.0,0.0,920.0,920.0,755.0,0.0,755.0,755.0,Other,1.0,2080.0,19696.7,179653.0,125757.1,28363.97,1.0,0.0,44100000.0,44100000.0,0.0,0.0,"7260 Carpenter RD, Modesto, CA 95358",37.53143,-121.02617
84,129,129,Hilltop Holsteins,4900 E Dodds RD,Oakdale,Stanislaus,95361,(209) 847-6625,01/01/1993,San Joaquin River Basin,X002-X003-X020-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1393.0,1411.0,1393.0,0.0,141.0,152.0,141.0,375.0,0.0,381.0,375.0,217.0,0.0,221.0,217.0,Holstein,75.0,2126.0,44625.33,559785.29,391849.7,93960.87,271348.36,688317.0,11802869.0,11802869.0,0.0,0.0,"4900 E Dodds RD, Oakdale, CA 95361",37.85606,-120.9106
85,131,131,Souza Ranch,3842 Villa Manucha Rd.,Newman,Stanislaus,95360,(209) 837-4792,11/01/1981,San Joaquin River Basin,X049-X024-X002-XXXX,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,500.0,500.0,500.0,0.0,75.0,75.0,75.0,150.0,0.0,150.0,150.0,50.0,0.0,50.0,50.0,Jersey-Holstein Cross,50.0,775.0,14544.04,185012.95,129509.07,30586.22,89184.61,252671.25,12540000.0,12540000.0,0.0,0.0,"3842 Villa Manucha Rd., Newman, CA 95360",37.38158,-121.00099
86,132,132,John Zylstra Dairy,3307 S Blaker RD,Turlock,Stanislaus,95380,(123) 000-0000,01/01/1970,San Joaquin River Basin,"X058-X026-X001-XXXX, X058-X026-X005-XXXX, X058-X026-X006-XXXX, X058-X027-X013-XXXX",15.0,0.0,15.0,15.0,35.0,0.0,35.0,35.0,0.0,250.0,250.0,250.0,20.0,0.0,20.0,20.0,30.0,0.0,30.0,30.0,50.0,0.0,50.0,50.0,Holstein,64.0,400.0,7462.07,95340.33,66738.23,15718.52,46891.81,122311.5,2044800.0,2044800.0,0.0,0.0,"3307 S Blaker RD, Turlock, CA 95380",37.46091,-120.96948
87,133,133,Trinkler Dairy Farms Inc.,7251 Crows Landing RD,Ceres,Stanislaus,95307,(209) 537-9883,01/01/1930,San Joaquin River Basin,X022-X007-X013-XXXX,520.0,0.0,520.0,520.0,0.0,0.0,0.0,0.0,0.0,3180.0,3180.0,3180.0,0.0,600.0,600.0,600.0,450.0,0.0,450.0,450.0,0.0,0.0,0.0,0.0,Holstein,72.0,4750.0,97327.99,1255044.88,878531.42,205907.97,613177.86,1635273.0,21996000.0,28548000.0,6552000.0,0.0,"7251 Crows Landing RD, Ceres, CA 95307",37.53274,-121.00076
88,134,134,King Dairy,5524 S Central AVE,Turlock,Stanislaus,95380,(209) 761-5676,11/01/1962,San Joaquin River Basin,X057-X010-X009-XXXX,22.0,0.0,22.0,22.0,8.0,0.0,8.0,8.0,0.0,276.0,276.0,276.0,32.0,0.0,32.0,32.0,44.0,0.0,44.0,44.0,70.0,0.0,70.0,70.0,Holstein,70.0,452.0,8722.19,110756.51,77529.56,18380.81,52856.55,137313.0,4678385.0,4678385.0,0.0,0.0,"5524 S Central AVE, Turlock, CA 95380",37.4427,-120.95427
